"LSOA11CD","index_of_multiple_deprivation_imd_decile","wkt"
"E01001415",6,"MULTIPOLYGON (((528633.2 196566, 528341.5 196143.8, 528277.7 196176.3, 528257.8 196135.2, 528324.7 195981.8, 528309 195926, 528374.4 195954.9, 528414 195796, 528449.2 195835.9, 528495.1 195828.2, 528516.1 195743.8, 528606.9 195747.5, 528613.6 195707.3, 528368 195598, 528437.8 195432.7, 528454.9 195371.4, 528253.1 195321.8, 528173.4 195541.2, 528152.4 195677.5, 527978.8 195679.8, 527988.5 195712.3, 527948.7 195730.3, 528020.9 195886, 527934.2 195929.2, 527928.8 195932.4, 527935.2 195970.7, 528077.1 196053.6, 528095.8 196064.5, 528020.6 196197.5, 527963.3 196186, 527930.3 196177.6, 527909.3 196345.8, 527851.7 196456.8, 527837.1 196492.4, 527799.4 196476.5, 527797.2 196542, 527836.2 196559.9, 527814.3 196702.7, 527905.1 196757.7, 527729.9 197547.5, 528065.1 197666, 528350 197453.2, 528335.1 197072.8, 528383.9 196747.3, 528633.2 196566)))"
"E01001416",9,"MULTIPOLYGON (((529782.9 195939.6, 529793.8 195920.9, 529833.6 195953.9, 529872.3 195849.3, 529957.8 195800, 530016.9 195786, 530023.7 195808, 530104.2 195772.2, 530170.3 195794.7, 530251.9 195824.2, 530345.6 195627.4, 530343.8 195567.8, 530447.6 195564, 530447.2 195518.7, 529720.3 195336.5, 529673.3 195496.2, 529742 195527, 529686 195704, 529721 195733, 529682 195761, 529653.5 195792.4, 529455.7 196007.5, 529617.9 196164, 529782.9 195939.6)))"
"E01001417",9,"MULTIPOLYGON (((527289.4 200018.3, 527686 199698.6, 528072.1 199709.6, 528123 198677.1, 527950 198652.8, 527892.4 198234, 527868.3 198075, 527895.6 198069.7, 528128.4 198080.7, 528559.5 198164.7, 528815.9 198277.6, 529276.8 198105.7, 529612.4 198103.6, 529655.9 197721.7, 529757.1 197744.6, 529786.2 197540.9, 530050.6 197540.1, 530061.3 197403.7, 529702.6 197274.1, 529757.8 196775.8, 529402.6 196607, 529269.8 196595.6, 529066.6 196501.1, 528700.7 196530.9, 528633.2 196566, 528383.9 196747.3, 528335.1 197072.8, 528350 197453.2, 528065.1 197666, 527729.9 197547.5, 527905.1 196757.7, 527814.3 196702.7, 527746 196749.6, 527740.2 196805.4, 527365 196922.9, 527178.6 197062.7, 527197 197267.5, 527282 197356, 527311 197456, 526983.4 197624.1, 526961 197691, 526993 197839, 527167.1 197938.6, 527081.4 197992.4, 527016.8 197986.3, 526993.4 198042, 527009 198146.1, 526828.9 198167, 526827.9 198230.8, 526739 198234, 526731.9 198285.6, 526802 198302.9, 526775.8 198375.4, 526729 198377, 526735 198434, 526706 198439, 526629 198331.4, 526406.1 198324.9, 526210.1 198431.2, 526232.3 198668.4, 526262.4 198666.5, 526245.9 198729.6, 526267.7 198762, 526294.1 198736.6, 526466.3 198727.1, 526936.9 199580.5, 527053.2 199778, 527050.6 200169.6, 527289.4 200018.3)))"
"E01001418",5,"MULTIPOLYGON (((529145.1 196274.2, 529087.6 195942.5, 529222.3 195942, 529199.7 195928.8, 529234 195856.6, 529151 195752, 529160 195731.6, 529183 195657, 529136.1 195594.6, 528944.4 195488.3, 528897.3 195482.5, 528869.7 195518, 528889.2 195579, 528929 195599.7, 528925.7 195648.8, 528854.9 195670, 528781.6 195672, 528775.7 195721, 528613.6 195707.3, 528606.9 195747.5, 528516.1 195743.8, 528495.1 195828.2, 528449.2 195835.9, 528414 195796, 528374.4 195954.9, 528309 195926, 528324.7 195981.8, 528257.8 196135.2, 528277.7 196176.3, 528341.5 196143.8, 528633.2 196566, 528700.7 196530.9, 529066.6 196501.1, 529145.1 196274.2)))"
"E01001419",6,"MULTIPOLYGON (((529619.1 196245.9, 529768.8 196041.7, 529833.6 195953.9, 529793.8 195920.9, 529782.9 195939.6, 529617.9 196164, 529455.7 196007.5, 529653.5 195792.4, 529682 195761, 529721 195733, 529686 195704, 529742 195527, 529673.3 195496.2, 529472.5 195421.4, 529437 195498, 529353.7 195495, 529324.9 195372.9, 529280.6 195334.4, 529208.8 195394.1, 529221.6 195442.7, 529087.4 195437.6, 529079.9 195500.5, 528995.6 195467.6, 528944.4 195488.3, 529136.1 195594.6, 529183 195657, 529160 195731.6, 529151 195752, 529234 195856.6, 529199.7 195928.8, 529222.3 195942, 529087.6 195942.5, 529145.1 196274.2, 529066.6 196501.1, 529269.8 196595.6, 529402.6 196607, 529757.8 196775.8, 529803.4 196412.3, 529619.1 196245.9)))"
"E01001420",4,"MULTIPOLYGON (((528869.7 195518, 528897.3 195482.5, 528944.4 195488.3, 528995.6 195467.6, 529079.9 195500.5, 529087.4 195437.6, 529221.6 195442.7, 529208.8 195394.1, 529280.6 195334.4, 529104 195334, 529087.1 195300, 529236.9 195278.5, 529204.1 195184, 529167.7 195123.9, 529142.3 195157.4, 529068.4 195161.2, 529055.8 195137.7, 529024.5 195093.8, 529020.8 195085.9, 528991 195058, 528833.6 195216.7, 528811 195161, 528814.2 195156.8, 528773.8 195134.2, 528833 195050.5, 528757.3 194994.6, 528697.8 195078.1, 528651.7 195046.5, 528454.9 195371.4, 528437.8 195432.7, 528368 195598, 528613.6 195707.3, 528775.7 195721, 528781.6 195672, 528854.9 195670, 528925.7 195648.8, 528929 195599.7, 528889.2 195579, 528869.7 195518)))"
"E01001421",3,"MULTIPOLYGON (((529279.1 195177.2, 529238.9 195064.9, 529231.5 195042.8, 529217.3 195010.5, 529095.3 194842.5, 529074.8 194824.2, 529059.6 194811.8, 528924.6 194719.7, 528648.4 195023.7, 528651.7 195046.5, 528697.8 195078.1, 528757.3 194994.6, 528833 195050.5, 528773.8 195134.2, 528814.2 195156.8, 528811 195161, 528833.6 195216.7, 528991 195058, 529020.8 195085.9, 529024.5 195093.8, 529055.8 195137.7, 529068.4 195161.2, 529142.3 195157.4, 529167.7 195123.9, 529204.1 195184, 529236.9 195278.5, 529087.1 195300, 529104 195334, 529280.6 195334.4, 529324.9 195372.9, 529353.7 195495, 529437 195498, 529472.5 195421.4, 529328.7 195281, 529279.1 195177.2)))"
"E01001422",9,"MULTIPOLYGON (((526210.1 198431.2, 526406.1 198324.9, 526629 198331.4, 526706 198439, 526735 198434, 526729 198377, 526775.8 198375.4, 526802 198302.9, 526731.9 198285.6, 526739 198234, 526827.9 198230.8, 526828.9 198167, 527009 198146.1, 526993.4 198042, 527016.8 197986.3, 527081.4 197992.4, 527167.1 197938.6, 526993 197839, 526961 197691, 526983.4 197624.1, 527311 197456, 527282 197356, 527197 197267.5, 527178.6 197062.7, 527110.2 197083.9, 527023.3 197087.1, 526289.7 197329.5, 526280.8 197332.2, 525568.6 197563.5, 525597.2 197642.6, 525742.5 198020.2, 525814.1 198211.5, 526171.4 198622.8, 526157.5 198663.2, 526197 198670.7, 526232.3 198668.4, 526210.1 198431.2)))"
"E01001423",3,"MULTIPOLYGON (((534237.9 193607.5, 534241.2 193564.3, 534219 193434, 534191.1 193425.9, 534198.2 193565.8, 534087.2 193581.1, 534081 193447, 534015 193460, 534001 193361, 533884.9 193328, 533869.6 193364.3, 533914 193391.1, 533844.1 193393.2, 533796.8 193372.9, 533829.5 193367.3, 533827.7 193320, 533773 193257.3, 533743.7 193367.1, 533674.5 193410.1, 533644.6 193511.2, 533570.9 193529.2, 533577.7 193571.4, 533608.2 193750.5, 533620.7 193814.7, 533690.3 193797.6, 533867 193748.9, 533885.4 193743.4, 533999.4 193707.3, 534016.2 193699.6, 534066.2 193675.2, 534237.9 193607.5)))"
"E01001424",1,"MULTIPOLYGON (((534198.2 193565.8, 534191.1 193425.9, 534219 193434, 534241.2 193564.3, 534300.4 193565, 534230.5 193349.2, 534225.2 193333.7, 534155.8 193131.7, 534136.4 193233.4, 534100.9 193232.3, 533986 193254, 534023 193305, 533995 193311, 534001 193361, 534015 193460, 534081 193447, 534087.2 193581.1, 534198.2 193565.8)))"
"E01001425",1,"MULTIPOLYGON (((534273 193170.1, 534257.2 193108.1, 534282.1 193135.3, 534312.9 193119.1, 534310.6 193076.8, 534249 193076, 534191 192820.1, 534170 192737.4, 534134.3 192746.7, 534105.3 192738.6, 534121.7 192682.9, 534087.8 192556.7, 534083.5 192525.9, 534127.3 192531.8, 534109.8 192428.3, 534063 192426.8, 533830.2 192414, 533711.9 192405.4, 533605.8 192409.4, 533599 192434, 533528.9 192534.5, 533547.4 192696.2, 533592.9 192771.9, 533558.8 193025, 533937 193056, 533949 193056, 533956 193090, 534018.3 193112.9, 534061.6 193056.8, 534127 193047.8, 534155.8 193131.7, 534225.2 193333.7, 534230.5 193349.2, 534259.8 193297.5, 534229.6 193198.7, 534273 193170.1)))"
"E01001426",2,"MULTIPOLYGON (((534825.1 193274, 534838.3 193273.3, 534885.2 193277, 535088.8 193251.3, 535154.3 193239.7, 535104 193074, 535164 193057, 535134 192957, 535230.6 192934.2, 535197.8 192885.9, 535061.9 192920.5, 535029.2 192790.8, 534996.4 192799.9, 534974.8 192746, 534889.8 192841.4, 534814.1 192928, 534800.5 192943.5, 534745.4 192890.1, 534718.9 192954, 534614.5 192792.5, 534585 192809, 534495.3 192809.6, 534493.4 192837.8, 534449 192842.3, 534418.9 192834.5, 534367.8 192890.1, 534435.6 192946.2, 534430.5 193077.1, 534427 193231, 534484.7 193256, 534490.7 193319.4, 534812.3 193276.1, 534825.1 193274)))"
"E01001427",2,"MULTIPOLYGON (((536750.1 193283.6, 536496.1 192922.3, 536476.9 192896, 536331.1 192715.3, 536123.2 192273, 536122.3 192268.9, 535791.1 192264.7, 535392.2 192081.3, 535192.8 192125.7, 535013.6 192246.8, 534931.7 192294.3, 534811 192302, 534812.3 192330.6, 534853.9 192335.6, 534860.6 192363.3, 534764 192393, 534791 192473, 534686 192533, 534669 192421, 534591.2 192480.1, 534572.1 192571.8, 534611.2 192735.2, 534723.3 192745.5, 534759 192716.6, 534741 192631, 534771 192594, 534818.1 192577.3, 534897.4 192476.9, 534954.8 192461.6, 534971.3 192503.8, 534995.1 192617.4, 535058.4 192673.1, 535050.5 192735.1, 535019.4 192742.9, 535029.2 192790.8, 535061.9 192920.5, 535197.8 192885.9, 535230.6 192934.2, 535134 192957, 535164 193057, 535104 193074, 535154.3 193239.7, 535165.4 193272.6, 535462.2 193200.6, 535684.9 193149.9, 535759.6 193277.1, 536193.2 193166.9, 536181.4 193074, 536211.4 193019.3, 536381.8 192961, 536464.7 192982.9, 536700.6 193319, 536756.7 193294.2, 536750.1 193283.6)))"
"E01001428",2,"MULTIPOLYGON (((533743.7 193367.1, 533773 193257.3, 533827.7 193320, 533829.5 193367.3, 533796.8 193372.9, 533844.1 193393.2, 533914 193391.1, 533869.6 193364.3, 533884.9 193328, 534001 193361, 533995 193311, 534023 193305, 533986 193254, 534100.9 193232.3, 534136.4 193233.4, 534155.8 193131.7, 534127 193047.8, 534061.6 193056.8, 534018.3 193112.9, 533956 193090, 533949 193056, 533937 193056, 533558.8 193025, 533567.1 193151.9, 533585.1 193256, 533644.6 193511.2, 533674.5 193410.1, 533743.7 193367.1)))"
"E01001429",1,"MULTIPOLYGON (((534709.1 193782, 534681.2 193624.6, 534635 193551.9, 534680.6 193513.8, 534680.3 193443.7, 534817.4 193444.2, 534822.5 193444.2, 534915.7 193444, 534913.3 193410.1, 534885.2 193277, 534838.3 193273.3, 534825.1 193274, 534812.3 193276.1, 534490.7 193319.4, 534484.7 193256, 534427 193231, 534430.5 193077.1, 534394.5 193079.3, 534395.2 193185.9, 534329.3 193176.4, 534342.9 193236.9, 534286 193245, 534273 193170.1, 534229.6 193198.7, 534259.8 193297.5, 534230.5 193349.2, 534300.4 193565, 534241.2 193564.3, 534237.9 193607.5, 534305.3 193600.6, 534294.6 193731, 534336.7 193748.4, 534353 193725.9, 534491 193735.5, 534534.3 193703.1, 534601.1 193812.1, 534629.9 193805.4, 534709.1 193782)))"
"E01001430",2,"MULTIPOLYGON (((534342.9 193236.9, 534329.3 193176.4, 534395.2 193185.9, 534394.5 193079.3, 534430.5 193077.1, 534435.6 192946.2, 534367.8 192890.1, 534418.9 192834.5, 534449 192842.3, 534493.4 192837.8, 534495.3 192809.6, 534460.9 192678.5, 534419.6 192641, 534360.6 192640.3, 534337.3 192643.9, 534233.1 192661.9, 534156 192679, 534170 192737.4, 534191 192820.1, 534249 193076, 534310.6 193076.8, 534312.9 193119.1, 534282.1 193135.3, 534257.2 193108.1, 534273 193170.1, 534286 193245, 534342.9 193236.9)))"
"E01001431",2,"MULTIPOLYGON (((534718.9 192954, 534745.4 192890.1, 534800.5 192943.5, 534814.1 192928, 534889.8 192841.4, 534974.8 192746, 534996.4 192799.9, 535029.2 192790.8, 535019.4 192742.9, 535050.5 192735.1, 535058.4 192673.1, 534995.1 192617.4, 534971.3 192503.8, 534954.8 192461.6, 534897.4 192476.9, 534818.1 192577.3, 534771 192594, 534741 192631, 534759 192716.6, 534723.3 192745.5, 534611.2 192735.2, 534572.1 192571.8, 534473.9 192641.9, 534421.7 192604.3, 534419.6 192641, 534460.9 192678.5, 534495.3 192809.6, 534585 192809, 534614.5 192792.5, 534718.9 192954)))"
"E01001432",2,"MULTIPOLYGON (((534337.3 192643.9, 534360.6 192640.3, 534419.6 192641, 534421.7 192604.3, 534473.9 192641.9, 534572.1 192571.8, 534591.2 192480.1, 534669 192421, 534686 192533, 534791 192473, 534764 192393, 534860.6 192363.3, 534853.9 192335.6, 534812.3 192330.6, 534811 192302, 534794.4 192303.6, 534752.7 192310.5, 534582.2 192346.9, 534386.8 192388.6, 534246.5 192413.2, 534176.7 192424.5, 534109.8 192428.3, 534127.3 192531.8, 534083.5 192525.9, 534087.8 192556.7, 534121.7 192682.9, 534105.3 192738.6, 534134.3 192746.7, 534170 192737.4, 534156 192679, 534233.1 192661.9, 534337.3 192643.9)))"
"E01001433",2,"MULTIPOLYGON (((536536.4 198223.6, 536496 197850, 536405.7 197670.6, 536376.9 197314.1, 536309.5 197317.6, 536284 197280, 536248 197303.4, 536242.9 197356.4, 536200.2 197369.7, 536171.9 197388.5, 536249.2 197465.3, 536241.4 197498, 536287.7 197505.5, 536291.7 197565.4, 536162.7 197619.5, 536073.5 197636.7, 536108 197669.7, 536118 197843, 536080.3 197834.9, 536081.9 197876.1, 535998 197892.4, 536005.6 197931.1, 535957.3 197965.8, 535974.6 198123.6, 536137 198123, 536222.9 198126.7, 536217.5 198459.1, 536285.9 198445.9, 536406.4 198425.9, 536403.5 198392.1, 536394.7 198234.7, 536536.4 198223.6)))"
"E01001434",3,"MULTIPOLYGON (((536081.9 197876.1, 536080.3 197834.9, 536118 197843, 536108 197669.7, 536073.5 197636.7, 536162.7 197619.5, 536291.7 197565.4, 536287.7 197505.5, 536241.4 197498, 536249.2 197465.3, 536171.9 197388.5, 536052.6 197452.2, 536033.8 197498.9, 535937 197540.1, 535867.1 197503.2, 535871.4 197534, 535835.1 197542.3, 535789.6 197545.6, 535705.5 197575.7, 535695.6 197536.8, 535657.2 197529.3, 535563.7 197528.5, 535572.1 197563.8, 535613.5 197580.2, 535616.1 197666, 535694.6 197658.8, 535895 197745.4, 535909.4 197793.4, 535842.3 197825.7, 535778.3 197861.1, 535777 197959.2, 535957.3 197965.8, 536005.6 197931.1, 535998 197892.4, 536081.9 197876.1)))"
"E01001435",4,"MULTIPOLYGON (((535777 197959.2, 535778.3 197861.1, 535842.3 197825.7, 535909.4 197793.4, 535895 197745.4, 535694.6 197658.8, 535616.1 197666, 535613.5 197580.2, 535572.1 197563.8, 535566.2 197619.7, 535472 197624, 535478 197555, 535322.5 197631.3, 535305.9 197768, 535387.4 197806.4, 535402.3 197849.5, 535502.2 197860.7, 535503.5 197909.7, 535365.5 197926.7, 535403.9 197990, 535527 197958.1, 535594.3 197975.9, 535590.1 198015, 535639.3 197995.5, 535659.7 197964.8, 535777 197959.2)))"
"E01001436",3,"MULTIPOLYGON (((535572.1 197563.8, 535563.7 197528.5, 535657.2 197529.3, 535695.6 197536.8, 535705.5 197575.7, 535789.6 197545.6, 535790.2 197399.9, 535877.6 197376.8, 535794.2 197342.9, 535786.1 197288, 535783.4 197244, 535817 197233, 535814.5 197091.8, 535910 197057.6, 535885.7 197002.9, 535836 197016, 535835.4 196973.4, 535801.7 196968.1, 535633.7 197050.9, 535637.3 197079.6, 535565.3 197071.6, 535498.7 197120.5, 535503.9 197150.5, 535474.1 197162.1, 535514 197228, 535438.6 197202.8, 535423.4 197372.1, 535379.5 197385.7, 535392.4 197450.8, 535415.8 197519.5, 535369.3 197528.4, 535481 197525.2, 535478 197555, 535472 197624, 535566.2 197619.7, 535572.1 197563.8)))"
"E01001437",2,"MULTIPOLYGON (((536837.1 198216.5, 536880.3 198068.2, 537012.6 197937.3, 537218.2 197923.7, 537229.3 197877.1, 537631.7 197800.2, 537745.1 197763, 537802.1 197673.3, 537812.3 197591.3, 537636.9 196781.3, 537644.4 196303.8, 537078.3 196471.2, 537032.7 196455.2, 536868.9 196154, 536482.4 196195.2, 536492.8 196243.5, 536387.1 196272, 536416.1 196449.6, 536027 196482.2, 535896.2 196561.4, 535795.2 196583.8, 535690.9 196606.1, 535595.2 196552.3, 535588.6 196517.9, 535554 196521.7, 535586.5 196750, 535492.8 196752.6, 535296.7 196862.5, 535282.5 196965.9, 535362.5 197119.1, 535480.5 197092.6, 535498.7 197120.5, 535565.3 197071.6, 535637.3 197079.6, 535633.7 197050.9, 535801.7 196968.1, 535835.4 196973.4, 535836 197016, 535885.7 197002.9, 535944.3 196882.3, 536035 196922.8, 536102.2 196899.6, 536107.9 196938.6, 536207 196946, 536226.2 196861.9, 536224.4 196836.7, 536303.5 196839.5, 536322.5 197080.1, 536395 197114, 536376.9 197314.1, 536405.7 197670.6, 536496 197850, 536536.4 198223.6, 536688.5 198199.1, 536796.9 198279.5, 536837.1 198216.5)))"
"E01001438",2,"MULTIPOLYGON (((535871.4 197534, 535867.1 197503.2, 535937 197540.1, 536033.8 197498.9, 536052.6 197452.2, 536171.9 197388.5, 536200.2 197369.7, 536242.9 197356.4, 536248 197303.4, 536284 197280, 536309.5 197317.6, 536376.9 197314.1, 536395 197114, 536322.5 197080.1, 536303.5 196839.5, 536224.4 196836.7, 536226.2 196861.9, 536207 196946, 536107.9 196938.6, 536102.2 196899.6, 536035 196922.8, 535944.3 196882.3, 535885.7 197002.9, 535910 197057.6, 535814.5 197091.8, 535817 197233, 535783.4 197244, 535786.1 197288, 535794.2 197342.9, 535877.6 197376.8, 535790.2 197399.9, 535789.6 197545.6, 535835.1 197542.3, 535871.4 197534)))"
"E01001439",2,"MULTIPOLYGON (((535478 197555, 535481 197525.2, 535369.3 197528.4, 535415.8 197519.5, 535392.4 197450.8, 535379.5 197385.7, 535423.4 197372.1, 535438.6 197202.8, 535514 197228, 535474.1 197162.1, 535503.9 197150.5, 535498.7 197120.5, 535480.5 197092.6, 535362.5 197119.1, 535282.5 196965.9, 535127.2 196974.8, 535091.5 196993.4, 535133.1 197039.5, 535205.6 197029.2, 535216.9 197105.8, 535174.7 197136.8, 535122.8 197118.4, 535117.8 197366.3, 535090.8 197422.7, 535014.7 197433.4, 535017.3 197493.4, 535067.2 197491.2, 535199.5 197486.1, 535204.8 197505.9, 535227.3 197595.5, 535240.1 197647.1, 535278.5 197801.8, 535363.8 198020.1, 535370.6 198038.4, 535403.9 197990, 535365.5 197926.7, 535503.5 197909.7, 535502.2 197860.7, 535402.3 197849.5, 535387.4 197806.4, 535305.9 197768, 535322.5 197631.3, 535478 197555)))"
"E01001440",3,"MULTIPOLYGON (((535117.8 197366.3, 535122.8 197118.4, 535174.7 197136.8, 535216.9 197105.8, 535205.6 197029.2, 535133.1 197039.5, 535091.5 196993.4, 535127.2 196974.8, 535282.5 196965.9, 535296.7 196862.5, 535492.8 196752.6, 535586.5 196750, 535554 196521.7, 535520.5 196525, 535373.5 196541, 535296.2 196508.4, 535172 196474.7, 535143.7 196528.7, 535079.9 196524.4, 534880.2 196501.3, 534923.2 196778.6, 534947.7 196936.6, 534956.7 196995.6, 534982.7 197165.6, 535007.8 197336.8, 535014.7 197433.4, 535090.8 197422.7, 535117.8 197366.3)))"
"E01001441",2,"MULTIPOLYGON (((536217.5 198459.1, 536222.9 198126.7, 536137 198123, 535974.6 198123.6, 535957.3 197965.8, 535777 197959.2, 535659.7 197964.8, 535639.3 197995.5, 535590.1 198015, 535594.3 197975.9, 535527 197958.1, 535403.9 197990, 535370.6 198038.4, 535400.4 198120, 535466.8 198279.5, 535484.8 198316.6, 535544.6 198451.9, 535831.7 198400.1, 535910.4 198423.6, 535906 198465.9, 535901.2 198517.3, 536127.3 198476, 536217.5 198459.1)))"
"E01001442",1,"MULTIPOLYGON (((535910.4 198423.6, 535831.7 198400.1, 535544.6 198451.9, 535546.9 198494.2, 535549.8 198525.4, 535575.8 198688.2, 535620.8 198807.7, 535640.8 198851.9, 535712.5 198882.7, 535792.7 198842, 535803.1 198801.7, 535814.5 198756, 535821.5 198597.3, 535857.8 198576.2, 535835.4 198535.6, 535901.2 198517.3, 535906 198465.9, 535910.4 198423.6)))"
"E01001444",4,"MULTIPOLYGON (((536461.1 199377.2, 536455.9 199304.6, 536378 199314, 536342.9 199193, 536113.3 199202, 536088.4 199275.8, 536219.3 199277.2, 536215.4 199354.2, 536110.5 199363.6, 535997 199359, 535943.3 199396.4, 536006.8 199561.3, 536017.2 199643, 536025.2 199794.8, 536054.4 200022.7, 536330.5 200023.1, 536502.5 199992, 536517.6 199990.5, 536481.3 199677.8, 536466.1 199451.7, 536461.1 199377.2)))"
"E01001445",3,"MULTIPOLYGON (((536517.6 199990.5, 537122.5 199888.6, 537272.4 199889.3, 537543.8 199883.1, 537602.8 199883.8, 537614.1 199733.5, 537671.7 199397.9, 537608 198797.7, 537523.2 198794.1, 537545 199205, 537503.6 199203.7, 537437.8 198964.7, 537357.4 198934.9, 537397.3 198764.2, 537344.5 198760.6, 537319.3 198710.7, 537292 198736, 537302 198780, 537253.1 198791.8, 537208.6 198649.7, 537206.2 198643.3, 537199.6 198559.3, 537235.8 198517.9, 537167.4 198411.2, 537137.8 198367.7, 537136 198461.7, 537099.8 198463.1, 537089.6 198506, 537041.5 198466.9, 536980.5 198472.3, 536974.3 198512.6, 536873.2 198361.1, 536830.7 198348.1, 536711.2 198521.6, 536759.8 198654.7, 536812.1 198878.5, 536760.7 198832.6, 536676 198793.1, 536651.1 198733.3, 536607.3 198723.9, 536595.9 198767, 536421.8 198772.5, 536422 198777, 536504.8 198775.3, 536528.9 198811.2, 536527.7 199089.2, 536441.2 199105.5, 536442 199116.4, 536455.9 199304.6, 536461.1 199377.2, 536466.1 199451.7, 536481.3 199677.8, 536517.6 199990.5)))"
"E01001446",3,"MULTIPOLYGON (((535943.3 199396.4, 535997 199359, 536110.5 199363.6, 536215.4 199354.2, 536219.3 199277.2, 536088.4 199275.8, 536113.3 199202, 536114.7 199157.8, 536049.6 199143.6, 536087.2 199092.2, 536129.4 199072.4, 536139.6 198965.9, 536135.6 198895.7, 536134.6 198867.1, 536090 198868, 536059.9 198794.1, 536018 198796, 536021 198873, 535918.3 198874.6, 535913.6 198838, 535792.7 198842, 535712.5 198882.7, 535640.8 198851.9, 535772.4 199108.2, 535781.1 199122.2, 535915.2 199334.8, 535943.3 199396.4)))"
"E01001447",2,"MULTIPOLYGON (((536455.9 199304.6, 536442 199116.4, 536441.2 199105.5, 536527.7 199089.2, 536528.9 198811.2, 536504.8 198775.3, 536422 198777, 536421.8 198772.5, 536418.4 198729.9, 536352.4 198736.3, 536274.1 198710.8, 536245.8 198695.8, 536200.2 198740.7, 536202.7 198785, 536129 198790, 536059.9 198794.1, 536090 198868, 536134.6 198867.1, 536135.6 198895.7, 536139.6 198965.9, 536129.4 199072.4, 536087.2 199092.2, 536049.6 199143.6, 536114.7 199157.8, 536113.3 199202, 536342.9 199193, 536378 199314, 536455.9 199304.6)))"
